alleleSymbol,alleleName,acc,project,geneSymbol,gacc
Inpp1<tm1b(KOMP)Wtsi>,"inositol polyphosphate-1-phosphatase; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548354,KOMP-CSD,Inpp1,MGI:104848
Ins1<tm1Jja>,"insulin I; targeted mutation 1, Jacques Jami",MGI:2181877,0,Ins1,MGI:96572
Ins2<tm1Jja>,"insulin II; targeted mutation 1, Jacques Jami",MGI:2181878,0,Ins2,MGI:96573
Ins2<tm2Jja>,"insulin II; targeted mutation 2, Jacques Jami",MGI:2682233,0,Ins2,MGI:96573
Ints12<tm1a(EUCOMM)Wtsi>,"integrator complex subunit 12; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432308,EUCOMM,Ints12,MGI:1919043
Ints2<tm1a(KOMP)Wtsi>,"integrator complex subunit 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362455,KOMP-CSD,Ints2,MGI:1917672
Ints9<tm1a(KOMP)Wtsi>,"integrator complex subunit 9; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5297877,KOMP-CSD,Ints9,MGI:1098533
Ints9<tm1b(KOMP)Wtsi>,,MGI:1098533,,,
Invs<inv>,inversin; inversion of embryonic turning,MGI:1856915,0,Invs,MGI:1335082
Iqce<tm1a(EUCOMM)Hmgu>,"IQ motif containing E; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435267,EUCOMM,Iqce,MGI:1921489
Iqcf4<tm1a(KOMP)Wtsi>,"IQ motif containing F4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5050849,KOMP-CSD,Iqcf4,MGI:1914570
Irak1<tm1a(EUCOMM)Hmgu>,"interleukin-1 receptor-associated kinase 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5303142,EUCOMM,Irak1,MGI:107420
Irak1<tm1b(EUCOMM)Hmgu>,"interleukin-1 receptor-associated kinase 1; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5636906,EUCOMM,Irak1,MGI:107420
Irak2<tm1a(EUCOMM)Wtsi>,"interleukin-1 receptor-associated kinase 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431835,EUCOMM,Irak2,MGI:2429603
Irak4<tm1Yeh>,"interleukin-1 receptor-associated kinase 4; targeted mutation 1, Wen-Chen Yeh",MGI:2676448,0,Irak4,MGI:2182474
Irf1<tm1a(EUCOMM)Wtsi>,"interferon regulatory factor 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431834,EUCOMM,Irf1,MGI:96590
Irf4<tm1Mak>,"interferon regulatory factor 4; targeted mutation 1, Tak Mak",MGI:2387941,0,Irf4,MGI:1096873
Irf5<tm1e(EUCOMM)Wtsi>,"interferon regulatory factor 5; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4460527,EUCOMM,Irf5,MGI:1350924
Irf7<tm1(KOMP)Wtsi>,"interferon regulatory factor 7; targeted mutation 1, Wellcome Trust Sanger Institute",MGI:4419590,KOMP-CSD,Irf7,MGI:1859212
Irf8<tm1Hor>,"interferon regulatory factor 8; targeted mutation 1, Ivan Horak",MGI:1926332,0,Irf8,MGI:96395
Is(17B1)1Yah,"insertion, Chr 17, cytogenetic band B1, Yann Herault 1",MGI:4431358,0,Is(17B1)1Yah,MGI:4431353
Isg20<tm1a(KOMP)Wtsi>,"interferon-stimulated protein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4820118,KOMP-CSD,Isg20,MGI:1928895
Itch<tm1a(EUCOMM)Hmgu>,"itchy, E3 ubiquitin protein ligase; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4888905,EUCOMM,Itch,MGI:1202301
Itga2<tm1a(EUCOMM)Hmgu>,"integrin alpha 2; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4455765,EUCOMM,Itga2,MGI:96600
Itga6<tm1Egl>,"integrin alpha 6; targeted mutation 1, Elisabeth Georges-Labouesse",MGI:1857793,0,Itga6,MGI:96605
Itgae<tm1Cmp>,"integrin alpha E, epithelial-associated; targeted mutation 1, Christina M Parker",MGI:2136817,0,Itgae,MGI:1298377
Itgae<tm1a(EUCOMM)Wtsi>,"integrin alpha E, epithelial-associated; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433992,EUCOMM,Itgae,MGI:1298377
Itgb5<tm1e(EUCOMM)Wtsi>,"integrin beta 5; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4433020,EUCOMM,Itgb5,MGI:96614
Itm2c<tm1a(EUCOMM)Wtsi>,"integral membrane protein 2C; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431661,EUCOMM,Itm2c,MGI:1927594
Itm2c<tm1b(EUCOMM)Wtsi>,"integral membrane protein 2C; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548700,EUCOMM,Itm2c,MGI:1927594
Itpr3<tf>,"inositol 1,4,5-triphosphate receptor 3; tufted",MGI:1857070,0,Itpr3,MGI:96624
Ivd<tm1a(EUCOMM)Hmgu>,"isovaleryl coenzyme A dehydrogenase; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436446,EUCOMM,Ivd,MGI:1929242
Ivd<tm1b(EUCOMM)Hmgu>,"isovaleryl coenzyme A dehydrogenase; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5548705,EUCOMM,Ivd,MGI:1929242
Izumo1r<tm2a(KOMP)Wtsi>,"IZUMO1 receptor, JUNO; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4363787,KOMP-CSD,Izumo1r,MGI:1929185
Jag1<Mhdahtu>,jagged 1; Martin Hrabe de Angelis headturner,MGI:2386949,0,Jag1,MGI:1095416
Jag1<Slalom>,jagged 1; slalom,MGI:1931798,Harwell ENU Mutagenesis,Jag1,MGI:1095416
Jag1<Yo>,jagged 1; yoyo,MGI:5305601,0,Jag1,MGI:1095416
Jag2<tm1a(KOMP)Wtsi>,"jagged 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4880880,KOMP-CSD,Jag2,MGI:1098270
Jak1<M1Mhda>,"Janus kinase 1; mutation 1, Martin Hrabe de Angelis",MGI:5526094,0,Jak1,MGI:96628
Jak1<tm1a(EUCOMM)Hmgu>,"Janus kinase 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4456720,EUCOMM,Jak1,MGI:96628
Jarid2<Gt(pGT1.8geo)6Pgr>,"jumonji, AT rich interactive domain 2; gene trap 6, Peter Gruss",MGI:2655460,0,Jarid2,MGI:104813
Jarid2<tm1a(KOMP)Wtsi>,"jumonji, AT rich interactive domain 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362782,KOMP-CSD,Jarid2,MGI:104813
Jmjd1c<tm1a(EUCOMM)Wtsi>,"jumonji domain containing 1C; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842320,EUCOMM,Jmjd1c,MGI:1918614
Jmjd6<tm1.1Gbf>,"jumonji domain containing 6; targeted mutation 1.1, Andreas Lengeling",MGI:3606752,0,Jmjd6,MGI:1858910
Jmjd6<tm1a(EUCOMM)Wtsi>,"jumonji domain containing 6; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432550,EUCOMM,Jmjd6,MGI:1858910
Jmjd6<tm1b(EUCOMM)Wtsi>,"jumonji domain containing 6; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548491,EUCOMM,Jmjd6,MGI:1858910
Kansl1<tm1a(EUCOMM)Hmgu>,"KAT8 regulatory NSL complex subunit 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5296202,EUCOMM,Kansl1,MGI:1923969
Kat14<tm1a(KOMP)Wtsi>,"lysine acetyltransferase 14; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363521,KOMP-CSD,Kat14,MGI:1917264
Kat2b<tm1Nkt>,"K(lysine) acetyltransferase 2B; targeted mutation 1, Yoshihiro Nakatani",MGI:2386307,0,Kat2b,MGI:1343094
Kat6b<m1Mhda>,"K(lysine) acetyltransferase 6B; mutation 1, Martin Hrabe de Angelis",MGI:5702933,0,Kat6b,MGI:1858746
Katnb1<tm1a(EUCOMM)Hmgu>,"katanin p80 (WD40-containing) subunit B 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436305,EUCOMM,Katnb1,MGI:1921437
Kazn<tm1a(EUCOMM)Wtsi>,"kazrin, periplakin interacting protein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432650,EUCOMM,Kazn,MGI:1918779
Kcnab1<tm1Sva>,"potassium voltage-gated channel, shaker-related subfamily, beta member 1; targeted mutation 1, Alcino J Silva",MGI:2181771,0,Kcnab1,MGI:109155
Kcnb1<tm1a(EUCOMM)Hmgu>,"potassium voltage gated channel, Shab-related subfamily, member 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5002949,EUCOMM,Kcnb1,MGI:96666
Kcnb2<tm1Lex>,"potassium voltage gated channel, Shab-related subfamily, member 2; targeted mutation 1, Lexicon Genetics",MGI:5429909,Lexicon,Kcnb2,MGI:99632
Kcne1<tm1Sfh>,"potassium voltage-gated channel, Isk-related subfamily, member 1; targeted mutation 1, Stephen F Heinemann",MGI:1857442,0,Kcne1,MGI:96673
Kcne2<tm1a(EUCOMM)Wtsi>,"potassium voltage-gated channel, Isk-related subfamily, gene 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431909,EUCOMM,Kcne2,MGI:1891123
Kcnh1<tm1Lex>,"potassium voltage-gated channel, subfamily H (eag-related), member 1; targeted mutation 1, Lexicon Genetics",MGI:5430765,Lexicon,Kcnh1,MGI:1341721
Kcnh4<tm1a(KOMP)Wtsi>,"potassium voltage-gated channel, subfamily H (eag-related), member 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4460286,KOMP-CSD,Kcnh4,MGI:2156184
Kcnh4<tm1b(KOMP)Wtsi>,"potassium voltage-gated channel, subfamily H (eag-related), member 4; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5637120,KOMP-CSD,Kcnh4,MGI:2156184
Kcnip4<tm1a(KOMP)Wtsi>,"Kv channel interacting protein 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4419266,KOMP-CSD,Kcnip4,MGI:1933131
Kcnj10<tm1a(KOMP)Wtsi>,"potassium inwardly-rectifying channel, subfamily J, member 10; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4451428,KOMP-CSD,Kcnj10,MGI:1194504
Kcnj11<tm1a(EUCOMM)Wtsi>,"potassium inwardly rectifying channel, subfamily J, member 11; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5473147,EUCOMM,Kcnj11,MGI:107501
Kcnj12<tm1a(EUCOMM)Wtsi>,"potassium inwardly-rectifying channel, subfamily J, member 12; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432694,EUCOMM,Kcnj12,MGI:108495
Kcnj14<tm2a(EUCOMM)Hmgu>,"potassium inwardly-rectifying channel, subfamily J, member 14; targeted mutation 2a, Helmholtz Zentrum Muenchen GmbH",MGI:5511630,EUCOMM,Kcnj14,MGI:2384820
Kcnj15<tm1Dgen>,"potassium inwardly-rectifying channel, subfamily J, member 15; targeted mutation 1, Deltagen",MGI:5427676,Deltagen,Kcnj15,MGI:1310000
Kcnj9<tm1a(EUCOMM)Hmgu>,"potassium inwardly-rectifying channel, subfamily J, member 9; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436261,EUCOMM,Kcnj9,MGI:108007
Kcnk1<tm1.1Barh>,"potassium channel, subfamily K, member 1; targeted mutation 1.1, Jacques Barhanin",MGI:5318213,0,Kcnk1,MGI:109322
Kcnk3<tm1Sgb>,"potassium channel, subfamily K, member 3; targeted mutation 1, Stephen G Brickley",MGI:3611768,0,Kcnk3,MGI:1100509
Kcnn1<tm1a(KOMP)Wtsi>,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4419229,KOMP-CSD,Kcnn1,MGI:1933993
Kcnn3<tm1a(EUCOMM)Wtsi>,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433082,EUCOMM,Kcnn3,MGI:2153183
Kcnv2<tm1Wtsi>,"potassium channel, subfamily V, member 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4840969,KOMP-CSD,Kcnv2,MGI:2670981
Kctd10<Gt(RRG305)Byg>,"potassium channel tetramerisation domain containing 10; gene trap RRG305, BayGenomics",MGI:4128950,0,Kctd10,MGI:2141207
Kctd15<tm1a(EUCOMM)Wtsi>,"potassium channel tetramerisation domain containing 15; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432583,EUCOMM,Kctd15,MGI:2385276
Kdm4b<tm1a(EUCOMM)Wtsi>,"lysine (K)-specific demethylase 4B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433704,EUCOMM,Kdm4b,MGI:2442355
Kdm4c<tm1a(KOMP)Wtsi>,"lysine (K)-specific demethylase 4C; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362199,KOMP-CSD,Kdm4c,MGI:1924054
Kdm4d<tm2a(EUCOMM)Wtsi>,"lysine (K)-specific demethylase 4D; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4460459,EUCOMM,Kdm4d,MGI:3606484
Kdm6a<tm2a(EUCOMM)Wtsi>,"lysine (K)-specific demethylase 6A; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4441731,EUCOMM,Kdm6a,MGI:1095419
Kdm6b<tm1b(EUCOMM)Wtsi>,,MGI:2448492,,,
Kdm7a<tm1a(EUCOMM)Wtsi>,"lysine (K)-specific demethylase 7A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432944,EUCOMM,Kdm7a,MGI:2443388
Kdm8<tm1a(EUCOMM)Wtsi>,"lysine (K)-specific demethylase 8; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431607,EUCOMM,Kdm8,MGI:1924285
Khdrbs1<tm1a(EUCOMM)Hmgu>,"KH domain containing, RNA binding, signal transduction associated 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4950200,EUCOMM,Khdrbs1,MGI:893579
Khdrbs3<tm1Dell>,"KH domain containing, RNA binding, signal transduction associated 3; targeted mutation 1, David J Elliott",MGI:5508245,0,Khdrbs3,MGI:1313312
Khdrbs3<tm1a(EUCOMM)Hmgu>,"KH domain containing, RNA binding, signal transduction associated 3; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4847821,EUCOMM,Khdrbs3,MGI:1313312
Khdrbs3<tm1b(EUCOMM)Hmgu>,"KH domain containing, RNA binding, signal transduction associated 3; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5636948,EUCOMM,Khdrbs3,MGI:1313312
Kif11<tm1Much>,"kinesin family member 11; targeted mutation 1, Muriel Chauviere",MGI:3803280,0,Kif11,MGI:1098231
Kif13b<tm1a(EUCOMM)Wtsi>,"kinesin family member 13B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842489,EUCOMM,Kif13b,MGI:1098265
Kif13b<tm1b(EUCOMM)Wtsi>,"kinesin family member 13B; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5636925,EUCOMM,Kif13b,MGI:1098265
Kif18b<tm1a(EUCOMM)Wtsi>,"kinesin family member 18B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4944522,EUCOMM,Kif18b,MGI:2446979
Kif1bp<tm1a(KOMP)Wtsi>,"KIF1 binding protein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4939684,KOMP-CSD,Kif1bp,MGI:1919570
Kif20a<tm1a(EUCOMM)Hmgu>,"kinesin family member 20A; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436572,EUCOMM,Kif20a,MGI:1201682
Kif20a<tm1b(EUCOMM)Hmgu>,"kinesin family member 20A; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5636934,EUCOMM,Kif20a,MGI:1201682
Kif21b<tm1a(KOMP)Wtsi>,"kinesin family member 21B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4364527,KOMP-CSD,Kif21b,MGI:109234
Kif24<tm1a(KOMP)Wtsi>,"kinesin family member 24; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4841207,KOMP-CSD,Kif24,MGI:1918345
Kif24<tm1b(KOMP)Wtsi>,"kinesin family member 24; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5637052,KOMP-CSD,Kif24,MGI:1918345
Kif3b<tm1a(EUCOMM)Wtsi>,"kinesin family member 3B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4820245,EUCOMM,Kif3b,MGI:107688
Kif3b<tm1b(EUCOMM)Wtsi>,"kinesin family member 3B; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548376,EUCOMM,Kif3b,MGI:107688
Kifap3<tm1a(KOMP)Wtsi>,"kinesin-associated protein 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362297,KOMP-CSD,Kifap3,MGI:107566
Kiss1<tm2(cre/GFP)Coll>,"KiSS-1 metastasis-suppressor; targeted mutation 2, William H Colledge",MGI:6113450,0,Kiss1,MGI:2663985
Kit<Mhdasco1>,KIT proto-oncogene receptor tyrosine kinase; Martin Hrabe de Angelis spotted coat 1,MGI:3530308,0,Kit,MGI:96677
Kit<Mhdasco5>,KIT proto-oncogene receptor tyrosine kinase; Martin Hrabe de Angelis spotted coat 5,MGI:3530315,0,Kit,MGI:96677
Kit<Mhdasow3>,KIT proto-oncogene receptor tyrosine kinase; Martin Hrabe de Angelis sister of W 3,MGI:3530323,0,Kit,MGI:96677
Kit<W-bd>,KIT proto-oncogene receptor tyrosine kinase; banded,MGI:1856258,0,Kit,MGI:96677
Kit<W-e>,KIT proto-oncogene receptor tyrosine kinase; extreme dominant spotting,MGI:1856260,0,Kit,MGI:96677
Kit<W-f>,KIT proto-oncogene receptor tyrosine kinase; fertile dominant spotting,MGI:1856261,0,Kit,MGI:96677
Kit<W>,KIT proto-oncogene receptor tyrosine kinase; dominant spotting,MGI:1856232,0,Kit,MGI:96677
Kit<Whc1>,KIT proto-oncogene receptor tyrosine kinase; white coat,MGI:3760742,0,Kit,MGI:96677
Kit<d18>,KIT proto-oncogene receptor tyrosine kinase; delta 18,MGI:3576614,0,Kit,MGI:96677
Kit<tm1Alf>,"KIT proto-oncogene receptor tyrosine kinase; targeted mutation 1, Jean-Jacques Panthier",MGI:2449782,0,Kit,MGI:96677
Klc2<tm1e(EUCOMM)Wtsi>,"kinesin light chain 2; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4434042,EUCOMM,Klc2,MGI:107953
Klc4<tm1a(EUCOMM)Wtsi>,"kinesin light chain 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842274,EUCOMM,Klc4,MGI:1922014
Klf13<tm1Coll>,"Kruppel-like factor 13; targeted mutation 1, William Colledge",MGI:4837928,0,Klf13,MGI:1354948
Klf17<tm1a(KOMP)Wtsi>,"Kruppel-like factor 17; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362369,KOMP-CSD,Klf17,MGI:2181068
Klf17<tm1b(KOMP)Wtsi>,"Kruppel-like factor 17; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548777,KOMP-CSD,Klf17,MGI:2181068
Klf7<tm1Rmz>,"Kruppel-like factor 7 (ubiquitous); targeted mutation 1, Francesco Ramirez",MGI:3581890,0,Klf7,MGI:1935151
Klf7<tm1a(EUCOMM)Hmgu>,"Kruppel-like factor 7 (ubiquitous); targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4434914,EUCOMM,Klf7,MGI:1935151
Klhdc2<tm1a(EUCOMM)Hmgu>,"kelch domain containing 2; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436518,EUCOMM,Klhdc2,MGI:1916804
Klhl18<tm1a(KOMP)Wtsi>,"kelch-like 18; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362936,KOMP-CSD,Klhl18,MGI:2143315
Klhl20<tm1a(EUCOMM)Wtsi>,"kelch-like 20; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5014725,EUCOMM,Klhl20,MGI:2444855
Klhl21<tm1a(KOMP)Wtsi>,"kelch-like 21; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363013,KOMP-CSD,Klhl21,MGI:1919288
Klhl26<tm1a(EUCOMM)Wtsi>,"kelch-like 26; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842308,EUCOMM,Klhl26,MGI:2443079
Klhl29<tm1a(EUCOMM)Hmgu>,"kelch-like 29; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435268,EUCOMM,Klhl29,MGI:2683857
Klhl30<tm1a(KOMP)Wtsi>,"kelch-like 30; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431509,KOMP-CSD,Klhl30,MGI:1918038
Klhl3<tm1a(KOMP)Wtsi>,"kelch-like 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4946685,KOMP-CSD,Klhl3,MGI:2445185
Klhl5<tm1a(EUCOMM)Hmgu>,"kelch-like 5; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5286312,EUCOMM,Klhl5,MGI:1919028
Klhl6<tm1Btoci>,"kelch-like 6; targeted mutation 1, Barbara Bertocci",MGI:5882711,0,Klhl6,MGI:2686922
Klk14<tm1(KOMP)Vlcg>,"kallikrein related-peptidase 14; targeted mutation 1, Velocigene",MGI:4843087,KOMP-Regeneron,Klk14,MGI:2447564
Klk5<tm2a(KOMP)Wtsi>,"kallikrein related-peptidase 5; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4364033,KOMP-CSD,Klk5,MGI:1915918
Klk5<tm2b(KOMP)Wtsi>,"kallikrein related-peptidase 5; targeted mutation 2b, Wellcome Trust Sanger Institute",MGI:5604101,KOMP-CSD,Klk5,MGI:1915918
Klk9<tm1a(KOMP)Wtsi>,"kallikrein related-peptidase 9; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4419836,KOMP-CSD,Klk9,MGI:1921082
Klkb1<tm1a(EUCOMM)Wtsi>,"kallikrein B, plasma 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4456034,EUCOMM,Klkb1,MGI:102849
Klkb1<tm1b(EUCOMM)Wtsi>,"kallikrein B, plasma 1; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548334,EUCOMM,Klkb1,MGI:102849
Klra5<tm1.1Cgbr>,"killer cell lectin-like receptor, subfamily A, member 5; targeted mutation 1.1, Colin G Brooks",MGI:4941892,0,Klra5,MGI:101903
Klrb1<tm1a(EUCOMM)Wtsi>,"killer cell lectin-like receptor subfamily B member 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4453704,EUCOMM,Klrb1,MGI:96877
Klrb1a<tm1a(KOMP)Wtsi>,"killer cell lectin-like receptor subfamily B member 1A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4364549,KOMP-CSD,Klrb1a,MGI:107540
Klrb1c<a>,killer cell lectin-like receptor subfamily B member 1C; antigen Nk-1.1 allele,MGI:2384434,0,Klrb1c,MGI:107538
Kmt2b<tm1.2(IMPC)Wtsi>,,MGI:109565,,,
Kmt2d<tm1.2(IMPC)Wtsi>,,MGI:2682319,,,
Kmt2e<tm1.2(IMPC)Wtsi>,,MGI:1924825,,,
Kmt5b<tm1a(KOMP)Wtsi>,"lysine methyltransferase 5B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363450,KOMP-CSD,Kmt5b,MGI:2444557
Kng2<tm2a(EUCOMM)Wtsi>,"kininogen 2; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4840572,EUCOMM,Kng2,MGI:3027157
Knstrn<tm1a(KOMP)Wtsi>,"kinetochore-localized astrin/SPAG5 binding; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362164,KOMP-CSD,Knstrn,MGI:1289298
Kptn<tm1a(EUCOMM)Wtsi>,"kaptin; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433701,EUCOMM,Kptn,MGI:1890380
Kptn<tm1b(EUCOMM)Wtsi>,,MGI:1890380,,,
Kptn<tm1c(EUCOMM)Wtsi>,,MGI:1890380,,,
Kras<tm1Bbd>,"Kirsten rat sarcoma viral oncogene homolog; targeted mutation 1, Mariano Barbacid",MGI:3582830,0,Kras,MGI:96680
Krt10<tm1Tmm>,"keratin 10; targeted mutation 1, Thomas M Magin",MGI:2180882,0,Krt10,MGI:96685
Krt10<tm2Tmm>,"keratin 10; targeted mutation 2,  Thomas M Magin",MGI:3056582,0,Krt10,MGI:96685
Krt18<tm1Tmm>,"keratin 18; targeted mutation 1, Thomas M Magin",MGI:2178045,0,Krt18,MGI:96692
Krt1<Mhdadsk12>,keratin 1; Martin Hrabe de Angelis dark skin 12,MGI:3655853,0,Krt1,MGI:96698
Krt31<tm1e(KOMP)Wtsi>,"keratin 31; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4881940,KOMP-CSD,Krt31,MGI:1309993
Krt5<tm1Tmm>,"keratin 5; targeted mutation 1, Thomas M Magin",MGI:2182612,0,Krt5,MGI:96702
Krt71<Mhdarco12>,keratin 71; Martin Hrabe de Angelis reduced coat 12,MGI:3693873,0,Krt71,MGI:1861586
Krt71<Mhdarco13>,keratin 71; Martin Hrabe de Angelis reduced coat 13,MGI:3693874,0,Krt71,MGI:1861586
Krt74<tm1a(EUCOMM)Wtsi>,"keratin 74; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4461649,EUCOMM,Krt74,MGI:3629975
Krt76<tm1a(KOMP)Wtsi>,"keratin 76; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363117,KOMP-CSD,Krt76,MGI:1924305
Krt79<tm2a(KOMP)Wtsi>,"keratin 79; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5297893,KOMP-CSD,Krt79,MGI:2385030
Krt7<tm1a(KOMP)Wtsi>,"keratin 7; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4840979,KOMP-CSD,Krt7,MGI:96704
Krt7<tm1b(KOMP)Wtsi>,"keratin 7; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548947,KOMP-CSD,Krt7,MGI:96704
Krt81<tm1a(KOMP)Wtsi>,"keratin 81; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5299637,KOMP-CSD,Krt81,MGI:1928858
Krt8<tm1a(EUCOMM)Hmgu>,"keratin 8; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435745,EUCOMM,Krt8,MGI:96705
L3mbtl2<tm2a(EUCOMM)Wtsi>,"L3MBTL2 polycomb repressive complex 1 subunit; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5472695,EUCOMM,L3mbtl2,MGI:2443584
Lacc1<tm1a(KOMP)Wtsi>,"laccase domain containing 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4451304,KOMP-CSD,Lacc1,MGI:2445077
Lactb<tm1(KOMP)Mbp>,"lactamase, beta; targeted mutation 1, Mouse Biology Program, UCDavis",MGI:4819984,KOMP-CSD,Lactb,MGI:1933395
Lama1<tm2a(EUCOMM)Hmgu>,"laminin, alpha 1; targeted mutation 2a, Helmholtz Zentrum Muenchen GmbH",MGI:4436547,EUCOMM,Lama1,MGI:99892
